N,P,K,temperature,humidity,ph,rainfall,label
90.51,44.19,30.74,11.5,90.65,6.6,166.04,orange
82.77,51.34,88.73,28.37,94.11,6.48,155.53,papaya
24.34,48.83,22.42,28.73,68.17,7.2,77.8,blackgram
89.93,49.11,50.82,18.62,66.28,6.91,83.13,grapes
71.22,48.75,33.54,19.0,93.26,6.42,173.68,orange
96.89,40.72,57.86,19.18,70.95,6.31,63.45,grapes
102.42,78.18,56.96,24.56,60.61,6.59,76.35,cotton
21.91,50.36,35.41,17.96,57.38,6.86,42.6,lentil
92.65,43.46,39.15,32.75,57.4,6.45,137.02,mango
17.27,57.09,22.61,18.42,19.5,6.04,128.96,kidneybeans
137.38,60.13,112.59,31.65,75.0,6.48,140.94,banana
22.13,31.91,33.11,32.96,70.38,6.78,74.23,blackgram
108.95,47.6,133.4,28.18,82.04,6.0,135.09,banana
92.85,56.14,96.1,30.7,89.91,6.64,28.23,muskmelon
24.34,54.14,27.18,21.02,17.85,6.66,87.52,chickpea
84.21,69.16,82.47,32.47,92.61,6.93,23.59,muskmelon
109.18,57.28,143.08,27.2,80.37,5.76,135.74,banana
89.65,47.73,76.87,26.75,93.12,6.06,177.58,papaya
140.7,59.01,73.21,26.96,61.18,6.69,93.47,cotton
77.74,46.31,36.72,23.38,83.84,5.85,190.95,rice
85.55,48.95,47.37,22.82,86.01,6.28,203.87,rice
64.96,60.67,78.26,14.84,91.97,6.11,148.87,apple
21.79,38.17,27.51,33.32,46.77,7.09,85.37,pigeonpeas
16.91,49.24,32.62,20.53,16.91,6.81,68.1,chickpea
92.88,54.89,47.03,34.28,59.25,6.56,130.95,mango
90.26,51.0,83.02,27.62,81.26,6.5,63.35,watermelon
25.74,52.06,27.78,16.88,65.59,6.7,54.6,lentil
135.76,45.58,74.23,25.38,55.72,6.91,84.49,cotton
67.27,45.7,38.66,22.34,91.7,6.02,221.51,coffee
117.97,37.17,43.13,24.44,86.48,5.72,233.01,rice
130.55,54.58,48.63,24.21,66.08,6.78,63.6,maize
71.96,53.51,66.63,21.18,67.23,6.57,77.9,grapes
23.67,34.12,29.75,29.44,86.62,6.47,77.93,mungbean
68.18,46.48,49.68,30.69,58.84,7.49,131.77,mango
22.55,38.39,27.81,30.12,71.36,6.57,84.85,blackgram
67.87,47.55,145.62,32.45,90.48,6.12,147.24,coconut
20.9,61.97,31.2,19.27,22.81,6.45,138.42,kidneybeans
22.66,43.0,33.03,31.47,90.0,6.89,97.35,mungbean
108.88,66.38,44.42,24.51,55.76,5.86,79.83,maize
95.82,50.86,45.74,26.89,84.01,6.51,218.28,jute
25.68,43.05,27.26,39.0,52.92,7.1,56.27,mothbeans
108.89,56.57,121.96,33.21,84.59,5.95,151.15,banana
77.9,51.09,50.85,30.6,75.5,6.81,213.44,jute
114.91,41.46,42.05,29.82,49.48,6.85,150.82,mango
69.74,50.93,100.79,30.81,86.22,6.74,60.2,watermelon
22.8,37.35,27.12,31.55,53.22,6.74,57.47,mothbeans
101.08,58.66,40.24,23.63,68.7,6.36,71.35,maize
108.26,42.79,38.39,23.78,85.35,6.11,235.72,rice
77.12,43.08,42.0,25.75,41.38,6.7,58.06,pomegranate
78.33,50.59,37.99,19.52,84.26,6.12,204.0,coffee
87.71,53.79,43.85,28.88,62.67,5.98,158.76,mango
74.25,76.98,61.3,31.31,90.87,6.49,26.11,muskmelon
65.73,54.81,67.12,11.55,88.52,6.21,149.35,apple
62.03,42.36,132.27,33.04,93.25,6.05,165.86,coconut
117.71,42.74,49.23,23.89,75.31,6.41,73.51,grapes
28.09,54.55,24.29,29.91,53.51,7.01,85.15,pigeonpeas
14.51,67.76,33.91,21.04,20.44,6.21,117.14,kidneybeans
112.81,54.13,49.43,22.58,67.89,6.66,80.35,maize
75.83,59.1,97.55,32.84,93.25,6.71,32.29,muskmelon
98.13,30.32,53.55,20.38,83.44,5.6,181.69,coffee
20.38,39.31,29.02,32.7,72.01,7.17,77.6,blackgram
82.52,59.1,53.35,23.21,89.06,6.8,156.77,orange
22.06,39.85,34.46,35.09,56.33,6.99,68.28,mothbeans
80.02,43.36,84.78,26.7,92.39,5.95,177.46,papaya
145.07,71.51,48.24,26.56,62.95,7.09,83.22,cotton
107.03,49.09,72.36,25.97,56.8,6.83,87.59,cotton
23.76,49.55,25.45,19.99,14.0,6.43,68.79,chickpea
101.68,56.43,120.02,29.92,76.74,6.07,147.9,banana
15.73,62.35,34.53,17.46,59.21,6.69,44.17,lentil
18.35,42.69,31.88,29.26,70.63,6.48,70.95,blackgram
78.07,52.21,115.65,28.51,82.77,6.47,58.33,watermelon
29.68,54.22,35.53,33.09,53.68,6.87,54.38,mothbeans
22.47,45.99,28.07,30.48,83.68,6.77,71.42,mungbean
20.83,45.7,30.13,30.41,83.38,7.21,87.8,mungbean
17.07,35.79,33.66,30.35,85.7,7.22,75.34,mungbean
92.07,52.56,142.85,29.66,83.59,6.38,150.98,banana
14.41,44.96,24.96,27.23,83.86,6.46,75.1,mungbean
55.78,46.37,64.01,18.61,92.41,6.5,156.93,apple
117.69,44.66,43.13,25.44,76.64,6.64,243.64,jute
88.7,42.6,75.66,25.83,91.99,5.91,184.78,papaya
123.96,57.28,47.13,22.57,66.29,6.03,90.6,maize
76.82,48.8,41.03,20.47,91.56,6.88,157.76,orange
74.8,38.17,116.13,33.0,91.21,7.28,165.82,coconut
89.95,44.71,33.47,16.26,92.46,6.57,173.4,orange
86.94,36.31,45.82,30.57,82.55,6.79,225.93,jute
91.89,59.22,103.75,33.57,92.95,6.89,163.51,coconut
116.32,52.79,37.5,24.31,75.0,6.18,66.3,maize
85.01,42.5,43.85,24.82,86.11,5.94,247.11,rice
24.61,54.53,27.23,39.73,52.3,6.61,55.22,mothbeans
69.12,48.78,65.78,11.75,91.65,6.2,149.39,apple
20.83,59.68,28.03,22.72,15.44,6.8,71.27,chickpea
24.83,72.33,39.17,19.37,18.62,6.61,146.3,kidneybeans
16.08,42.48,30.56,29.98,72.19,6.76,88.68,blackgram
109.81,49.93,98.81,24.87,91.69,6.22,163.13,papaya
76.06,61.69,103.89,28.01,87.19,6.56,44.32,watermelon
19.24,72.55,20.44,20.92,20.72,6.23,113.63,kidneybeans
23.52,35.59,25.36,31.24,66.81,6.94,82.9,blackgram
104.07,40.5,47.54,23.58,84.22,6.06,220.27,rice
92.02,50.79,39.51,31.16,54.18,6.08,155.39,mango
127.7,55.85,32.81,23.02,65.53,5.98,63.8,maize
26.02,32.51,31.4,30.36,58.57,6.93,78.44,pigeonpeas
24.3,70.96,27.4,17.68,59.06,7.04,59.07,lentil
104.74,39.82,43.33,21.05,84.22,6.17,205.76,coffee
24.85,39.65,24.2,34.57,51.24,7.25,47.72,mothbeans
94.35,50.39,41.75,28.9,80.83,6.39,207.81,jute
89.1,41.53,52.92,28.05,77.43,6.86,192.0,jute
30.28,39.48,32.77,30.06,56.47,6.08,66.08,pigeonpeas
88.16,46.54,48.05,17.81,71.13,6.72,78.05,grapes
103.54,63.24,104.46,33.33,82.41,6.32,142.34,banana
74.82,63.0,58.92,12.0,91.05,5.88,190.33,apple
87.74,44.96,96.26,23.82,91.75,6.28,166.51,papaya
71.42,46.8,159.79,31.25,94.44,6.72,156.6,coconut
94.75,67.42,82.79,31.16,94.42,6.77,27.37,muskmelon
94.0,41.78,52.09,31.87,58.3,6.48,138.72,mango
58.82,48.71,124.15,28.18,91.13,6.75,144.75,coconut
85.16,50.38,113.95,27.91,93.31,5.98,178.5,coconut
29.43,57.86,29.16,28.36,41.09,6.83,88.13,pigeonpeas
25.95,57.03,29.94,33.38,85.88,6.83,79.3,mungbean
20.09,47.26,26.65,24.4,17.3,6.61,88.01,chickpea
62.96,37.25,44.61,23.65,83.8,6.24,200.47,rice
50.31,54.17,40.96,5.75,92.68,6.15,192.22,apple
97.12,41.98,52.59,24.58,90.32,6.66,125.15,orange
18.73,57.95,27.96,19.18,18.52,6.7,74.92,chickpea
20.25,48.25,22.73,21.42,16.42,6.47,84.54,chickpea
75.1,41.05,93.67,23.16,92.51,5.81,167.2,papaya
22.37,33.72,34.71,29.86,70.64,7.04,84.77,blackgram
83.19,41.82,47.25,25.13,81.91,6.23,215.66,rice
98.53,79.91,91.66,28.33,77.72,6.34,109.02,banana
81.22,43.71,124.15,27.01,89.71,6.92,154.25,coconut
98.45,46.07,65.87,20.33,71.69,6.54,73.35,grapes
77.81,37.88,58.37,22.07,82.96,5.63,249.9,rice
86.0,41.11,51.49,21.68,84.42,6.02,193.97,coffee
80.28,49.76,49.51,32.42,48.75,5.54,72.01,pomegranate
135.48,40.58,48.79,22.43,61.48,6.39,72.72,maize
64.53,45.17,86.08,29.31,91.77,6.47,172.88,coconut
19.3,48.0,32.55,27.83,49.18,7.13,85.56,pigeonpeas
111.78,30.96,59.42,24.42,68.8,6.41,81.0,grapes
99.61,47.21,44.52,31.02,61.23,6.99,162.18,mango
100.7,44.77,47.4,19.34,94.93,6.4,164.88,orange
50.89,57.48,61.11,12.6,92.29,6.12,151.05,apple
155.66,66.05,51.78,21.63,55.41,6.46,104.61,cotton
24.03,62.0,30.03,19.43,17.93,7.02,85.46,chickpea
80.17,76.8,103.39,29.82,85.25,6.33,52.2,watermelon
93.91,59.28,118.35,29.27,92.86,6.46,26.05,muskmelon
67.61,51.02,97.45,23.96,94.3,6.31,165.22,papaya
70.64,59.1,89.74,28.21,84.25,6.93,51.99,watermelon
74.87,50.1,81.17,30.42,89.87,6.53,174.95,coconut
23.19,40.46,31.84,32.21,72.75,6.4,72.91,blackgram
81.79,47.74,105.92,32.29,89.23,6.82,157.28,coconut
35.72,43.37,36.23,30.3,53.57,6.97,89.18,pigeonpeas
112.22,37.59,45.65,28.45,83.49,6.54,198.62,jute
83.52,43.92,62.41,33.07,63.62,6.23,69.1,pomegranate
66.36,43.86,86.9,26.12,91.56,6.0,157.43,papaya
20.8,51.71,27.34,20.84,18.55,6.57,86.65,chickpea
89.22,46.52,41.9,16.35,84.31,5.8,192.57,coffee
105.49,64.4,106.19,29.6,78.82,6.81,123.75,banana
31.33,42.03,28.42,31.36,56.81,7.21,70.28,mothbeans
16.67,41.02,31.67,33.47,61.17,6.53,50.69,mothbeans
37.65,40.13,28.59,28.86,53.3,6.81,90.75,pigeonpeas
114.2,41.8,104.45,32.34,82.4,6.46,165.81,banana
101.29,47.1,43.82,23.76,84.94,6.19,196.68,rice
89.68,48.44,52.01,18.39,91.63,6.85,158.25,orange
19.56,64.56,22.83,18.25,21.73,5.57,137.69,kidneybeans
13.82,53.18,25.24,17.29,20.98,6.59,125.67,kidneybeans
109.12,54.57,49.56,17.77,79.79,5.93,172.1,coffee
110.95,62.27,53.29,18.06,61.19,6.48,65.88,maize
76.7,40.72,98.67,31.9,92.7,6.28,155.29,papaya
24.44,45.29,30.25,31.72,50.69,6.72,40.8,mothbeans
21.46,52.05,27.34,20.72,18.96,6.98,73.16,chickpea
19.91,38.49,35.24,27.06,88.95,6.92,89.88,mungbean
112.02,41.6,92.69,25.38,91.94,5.95,176.94,papaya
25.87,37.79,34.52,34.76,84.3,6.52,86.66,mungbean
83.62,41.4,38.4,20.92,86.28,5.75,178.9,rice
102.37,48.47,138.8,28.05,81.24,6.13,158.63,banana
33.94,38.9,26.03,25.41,57.28,6.55,73.29,pigeonpeas
19.39,43.57,28.83,32.3,86.32,6.22,84.19,mungbean
112.57,44.9,39.75,21.42,61.68,6.69,81.23,maize
98.12,43.44,42.8,27.61,92.15,6.19,142.32,orange
19.58,63.44,27.46,20.36,21.97,5.51,126.42,kidneybeans
91.67,50.9,39.32,29.79,80.62,6.56,200.45,jute
17.22,46.95,39.5,32.52,69.93,6.81,69.74,blackgram
67.98,58.57,102.09,31.71,94.66,6.35,24.5,muskmelon
104.13,44.93,59.03,33.01,79.2,6.3,195.74,jute
107.37,47.35,53.05,19.75,92.86,7.14,189.96,orange
76.53,45.54,136.14,30.31,91.02,6.29,159.3,coconut
63.74,66.05,55.6,10.81,91.35,6.12,149.46,apple
75.06,49.39,46.26,30.45,84.01,6.37,187.83,jute
122.07,57.86,100.43,28.22,78.99,5.98,153.3,banana
119.27,57.49,70.79,23.87,61.76,6.64,91.13,cotton
89.64,54.88,44.58,18.43,87.41,5.94,171.32,coffee
106.02,45.22,49.27,23.05,80.79,5.99,254.8,rice
72.24,49.11,96.82,36.66,96.55,6.4,38.0,muskmelon
29.5,40.94,33.94,27.43,59.5,6.91,79.99,pigeonpeas
87.37,50.26,35.2,30.87,60.54,6.48,145.1,mango
106.46,44.42,66.42,26.01,91.96,5.63,179.73,papaya
20.1,41.56,28.11,28.99,68.82,7.31,79.41,blackgram
64.85,58.72,116.57,33.35,93.72,6.09,32.44,muskmelon
116.23,61.91,47.23,24.68,66.26,6.4,75.16,maize
28.3,53.94,32.94,20.78,62.66,7.42,50.65,lentil
85.03,48.7,70.18,33.15,84.68,6.77,45.38,watermelon
105.78,52.24,63.79,26.02,58.12,7.11,93.38,cotton
104.59,58.21,51.69,25.67,57.98,6.99,89.5,cotton
23.83,54.85,27.74,18.75,63.06,6.77,41.34,lentil
27.03,43.12,21.14,32.35,55.18,7.44,42.22,mothbeans
63.64,43.42,56.8,15.83,94.65,5.83,155.23,apple
21.7,43.34,27.73,28.86,70.75,7.02,80.58,blackgram
18.52,35.79,29.63,29.22,84.01,6.0,99.17,mungbean
97.36,44.73,48.24,19.54,92.9,6.4,178.85,orange
86.8,42.2,57.89,22.42,89.51,6.08,202.37,rice
23.9,55.32,24.55,18.24,58.83,7.1,51.42,lentil
19.43,64.18,31.06,20.83,60.48,7.02,44.49,lentil
76.63,65.65,78.78,28.08,88.02,6.54,48.56,watermelon
74.77,65.56,52.15,7.58,90.57,6.15,146.93,apple
105.02,37.16,52.11,19.49,73.7,6.55,92.97,grapes
107.96,53.75,132.36,32.37,82.35,6.41,170.93,banana
62.19,50.88,135.07,29.79,91.07,6.19,156.9,coconut
21.24,54.53,38.16,17.04,60.36,6.76,47.37,lentil
113.71,47.04,134.02,30.52,80.35,6.55,118.99,banana
12.01,38.14,33.25,25.61,84.9,6.82,76.25,mungbean
19.59,64.74,20.12,20.67,19.55,7.0,120.84,kidneybeans
16.31,49.51,32.53,28.8,71.0,6.52,84.84,blackgram
76.74,47.5,59.2,32.56,49.78,6.5,68.01,pomegranate
25.72,41.19,24.2,29.75,47.42,6.83,69.34,pigeonpeas
115.65,47.6,52.9,23.14,55.87,6.39,83.64,cotton
108.97,47.98,42.77,28.47,60.29,7.09,132.34,mango
24.28,51.1,33.89,36.88,58.82,6.92,57.0,mothbeans
91.63,38.89,44.81,23.51,85.61,5.82,251.64,rice
18.19,67.46,31.97,18.02,67.65,7.09,44.13,lentil
136.33,60.16,44.57,25.17,59.44,6.79,84.0,cotton
92.24,57.1,41.42,24.21,83.97,6.09,244.49,rice
124.95,69.72,70.25,25.98,56.2,6.55,83.56,cotton
113.65,42.59,46.84,31.54,58.43,5.77,178.14,mango
106.74,39.84,36.44,25.72,85.33,5.97,235.32,rice
19.26,64.01,22.81,21.33,60.45,6.67,53.74,lentil
78.25,65.37,81.72,33.68,95.73,6.34,33.52,muskmelon
110.93,35.64,41.16,21.75,93.09,6.59,133.18,orange
73.52,45.04,50.88,31.18,63.55,7.13,178.79,mango
12.14,61.34,26.19,17.3,56.17,6.1,48.89,lentil
105.89,34.81,43.72,22.58,90.65,6.05,201.21,coffee
72.67,60.46,97.22,34.15,92.41,6.83,29.21,muskmelon
40.51,60.04,63.78,12.16,90.41,6.02,148.73,apple
17.86,54.58,32.31,19.02,20.73,6.65,116.94,kidneybeans
88.18,44.35,54.59,16.24,90.29,6.73,127.26,orange
101.75,30.88,42.73,20.03,89.91,6.03,189.8,coffee
17.86,49.29,32.61,32.8,71.49,7.42,70.46,blackgram
77.49,50.19,134.67,33.63,93.29,6.66,145.69,coconut
98.93,41.35,54.3,17.53,71.9,6.4,78.66,grapes
18.9,72.43,22.75,17.27,62.9,6.69,53.5,lentil
125.05,54.66,155.15,30.18,78.23,6.65,151.23,banana
85.89,38.17,67.89,28.32,55.84,5.97,72.75,pomegranate
95.95,33.62,47.06,29.19,61.16,6.2,196.77,mango
75.47,42.72,84.36,30.05,89.6,6.41,197.16,coconut
80.73,43.85,142.15,31.82,94.37,6.55,169.93,coconut
102.59,50.0,48.98,25.85,63.88,6.47,70.63,maize
113.48,51.95,49.5,21.53,66.95,6.33,71.05,maize
97.58,61.11,135.98,30.03,83.39,6.71,158.04,banana
44.25,48.97,59.25,8.44,94.44,6.06,167.64,apple
95.86,40.81,47.68,25.38,84.36,6.14,279.94,rice
107.6,59.21,144.28,30.46,84.03,6.45,133.54,banana
25.99,56.2,21.11,21.51,17.67,7.18,79.63,chickpea
24.81,75.74,33.12,16.12,68.84,6.57,56.04,lentil
86.18,42.89,41.04,22.75,83.79,6.35,180.18,coffee
98.71,41.09,32.75,23.59,81.98,6.16,208.2,rice
46.76,57.4,47.6,12.48,93.69,5.93,146.38,apple
119.56,43.5,81.5,23.81,93.48,6.07,157.94,papaya
89.87,42.34,73.44,29.59,91.27,6.36,169.16,papaya
20.52,51.44,26.15,30.45,70.27,6.96,88.49,blackgram
98.99,69.36,45.34,27.13,63.42,6.27,65.95,maize
29.69,38.7,27.6,31.32,46.93,6.74,93.7,pigeonpeas
19.24,51.97,33.6,29.18,84.18,6.91,76.74,mungbean
18.75,55.23,33.79,15.37,67.94,6.81,44.68,lentil
15.85,50.93,29.32,30.13,85.99,6.99,80.34,mungbean
97.64,42.28,111.3,26.68,88.25,6.2,161.88,papaya
86.4,47.66,44.01,26.7,73.43,6.61,188.24,jute
115.58,63.46,64.63,28.04,63.53,6.99,70.13,cotton
86.49,49.16,38.24,28.81,86.01,6.7,246.9,jute
93.78,46.76,106.1,28.41,94.47,5.97,156.25,papaya
96.07,57.14,91.45,32.63,92.38,6.26,29.4,muskmelon
27.99,42.12,27.36,31.42,51.35,7.05,84.62,pigeonpeas
67.14,54.94,59.33,0.36,92.11,5.7,116.48,apple
75.31,51.34,93.85,29.99,94.35,6.19,28.52,muskmelon
97.43,35.05,47.31,23.14,83.64,6.08,239.3,rice
72.9,55.84,97.39,33.31,94.48,6.58,32.72,muskmelon
29.96,32.71,20.48,34.8,56.46,6.5,68.49,mothbeans
26.84,46.72,29.11,29.85,55.17,6.63,79.67,pigeonpeas
18.75,67.16,29.41,25.13,18.92,6.68,66.97,chickpea
77.98,48.64,121.08,31.17,91.67,6.67,167.09,coconut
113.15,54.26,41.33,23.18,74.27,6.14,71.51,maize
136.29,72.59,119.88,25.08,76.94,6.11,146.39,banana
108.25,42.25,141.13,30.03,82.51,5.81,156.08,banana
66.94,45.14,42.3,31.27,55.47,6.91,153.61,mango
75.76,46.47,49.56,13.07,89.06,6.54,144.07,orange
124.07,64.4,57.02,28.1,69.34,7.19,105.9,cotton
110.36,79.57,114.01,27.48,81.89,5.85,137.01,banana
20.53,52.43,33.14,31.26,69.08,6.87,95.55,blackgram
110.5,57.77,39.71,21.7,68.77,5.99,66.86,maize
79.63,38.64,49.92,22.08,92.52,6.21,127.85,orange
159.1,62.3,59.46,24.95,62.47,7.01,82.68,cotton
100.84,42.33,41.25,24.8,82.55,6.25,238.67,rice
20.5,53.66,29.17,21.81,18.47,6.96,69.16,chickpea
92.23,43.25,41.34,28.45,57.08,7.2,149.08,mango
92.81,41.83,39.63,23.96,95.18,6.34,136.56,orange
85.92,54.81,131.23,32.01,79.56,5.93,156.71,banana
29.87,40.28,36.07,31.5,59.21,6.6,84.8,pigeonpeas
53.69,46.04,74.17,11.18,90.85,5.99,180.61,apple
25.28,44.55,34.53,31.55,87.7,7.07,86.27,mungbean
15.54,71.08,30.77,19.0,20.57,6.31,131.65,kidneybeans
77.63,52.93,47.63,24.7,95.4,6.25,133.46,orange
117.96,55.65,78.21,26.98,57.78,6.85,92.59,cotton
87.19,59.6,46.79,25.32,68.38,6.39,82.91,maize
65.65,53.84,57.45,16.29,92.01,5.91,179.47,apple
77.78,46.31,110.11,28.46,93.69,6.77,161.77,coconut
93.44,49.45,79.45,30.16,53.98,6.01,70.8,pomegranate
29.12,67.81,28.76,18.2,58.73,6.81,50.68,lentil
83.08,33.0,92.04,25.66,90.2,5.89,168.93,papaya
18.93,43.86,29.85,26.28,67.49,6.16,82.59,blackgram
77.23,47.96,57.63,19.63,84.15,5.89,224.02,coffee
13.17,37.01,28.82,28.22,72.66,6.78,77.12,blackgram
17.66,62.41,32.53,17.36,67.49,6.57,47.52,lentil
19.59,54.78,34.98,29.83,84.78,7.1,85.76,mungbean
52.35,48.91,105.73,26.8,96.83,6.59,180.14,coconut
124.23,56.08,47.95,21.74,64.72,6.7,77.08,maize
115.27,51.77,45.22,23.65,60.0,6.21,59.87,maize
62.25,61.96,63.51,11.3,92.44,5.89,185.72,apple
23.55,42.83,27.79,25.58,86.82,7.39,88.03,mungbean
85.69,51.28,61.22,27.37,47.07,6.14,79.27,pomegranate
71.88,47.67,57.31,32.66,54.55,6.32,70.84,pomegranate
24.36,38.82,30.32,32.51,71.48,6.61,76.88,blackgram
107.1,45.93,32.03,30.22,60.81,6.87,148.95,mango
75.35,53.66,114.45,27.01,94.59,6.31,166.01,coconut
78.04,47.58,34.82,23.75,84.96,5.97,191.04,rice
18.22,55.3,30.78,15.79,65.15,6.14,59.97,lentil
23.04,59.14,26.65,19.14,19.73,6.72,89.95,chickpea
59.63,68.07,59.52,10.8,91.62,5.77,147.49,apple
78.45,40.5,95.57,29.46,95.73,6.12,188.84,papaya
96.57,43.2,50.77,19.3,70.73,5.85,83.05,grapes
102.95,51.59,124.71,28.72,79.3,6.96,171.86,banana
20.97,52.16,26.46,16.36,60.22,6.06,52.16,lentil
17.17,68.02,27.38,21.26,16.92,7.04,86.52,chickpea
123.94,54.25,46.24,22.61,68.75,6.7,63.35,maize
98.38,36.47,45.51,24.7,88.54,6.05,204.4,rice
99.73,46.63,100.43,24.03,90.69,6.28,156.57,papaya
85.1,46.05,40.14,21.7,91.35,6.62,171.25,orange
50.87,50.34,110.08,29.13,90.4,6.69,131.36,coconut
58.64,59.65,54.4,7.56,93.88,5.86,169.04,apple
19.32,46.61,20.9,17.72,20.93,5.83,123.69,kidneybeans
117.69,62.04,36.47,21.9,57.16,6.49,98.83,maize
78.88,48.65,58.0,37.69,58.1,5.51,51.02,pomegranate
76.12,52.48,67.35,32.14,53.98,6.11,50.0,pomegranate
109.12,46.33,59.22,24.75,64.32,6.69,76.7,grapes
71.56,50.68,156.59,27.74,92.3,6.16,171.34,coconut
84.8,63.44,103.31,28.96,83.89,6.42,57.83,watermelon
13.35,56.85,35.29,20.14,64.77,6.77,45.68,lentil
17.59,57.33,31.92,17.81,20.85,6.21,116.95,kidneybeans
20.11,45.78,33.88,31.49,73.21,6.66,98.33,blackgram
99.41,33.36,46.7,21.08,82.78,6.01,221.17,rice
96.1,45.09,46.56,27.51,65.78,5.98,51.35,maize
103.16,59.89,136.06,26.18,78.81,5.73,159.49,banana
15.45,41.23,27.49,29.01,82.73,6.41,69.41,mungbean
94.29,51.28,70.06,32.14,53.75,5.69,59.93,pomegranate
112.03,57.79,42.84,23.61,67.66,6.73,72.99,maize
50.71,54.73,61.36,14.49,92.35,6.17,150.81,apple
107.26,70.0,41.89,23.06,66.63,6.34,80.61,maize
64.01,33.19,98.02,30.58,95.22,6.22,168.13,papaya
23.61,43.66,28.1,20.41,66.15,6.64,36.31,lentil
101.39,51.47,46.81,20.91,60.73,6.36,80.63,maize
97.38,33.03,49.2,25.16,85.15,5.93,245.89,rice
73.54,43.68,86.9,26.17,96.69,5.73,150.18,papaya
118.61,68.57,70.34,23.93,66.55,6.94,79.54,cotton
96.06,52.69,70.57,18.17,72.27,6.07,69.88,grapes
26.16,55.98,24.76,36.04,52.88,6.57,49.72,mothbeans
26.84,45.55,24.67,36.61,55.24,7.03,58.77,mothbeans
75.03,65.83,92.23,33.24,92.52,6.7,23.82,muskmelon
81.4,73.4,89.37,34.12,96.02,6.5,27.13,muskmelon
83.07,55.71,42.01,32.29,82.92,6.48,177.4,jute
12.24,62.73,29.97,16.79,23.24,5.7,118.62,kidneybeans
81.34,52.99,106.16,31.56,83.01,6.18,59.95,watermelon
96.9,37.49,50.94,20.76,88.27,5.91,243.72,rice
68.98,66.4,60.43,14.08,91.98,5.76,165.69,apple
26.79,40.05,36.61,39.76,51.83,7.1,56.99,mothbeans
20.01,45.79,28.57,38.53,51.07,6.57,57.45,mothbeans
63.57,71.5,65.92,5.78,91.71,5.88,121.25,apple
93.8,38.49,47.73,33.05,81.98,6.37,220.12,jute
74.88,53.45,90.54,28.59,82.29,6.35,54.47,watermelon
72.81,48.38,86.07,31.83,86.37,6.63,55.66,watermelon
91.3,36.35,45.75,20.79,84.53,5.52,225.1,rice
82.69,38.15,58.37,30.57,62.74,6.61,59.13,pomegranate
18.45,55.05,30.9,14.25,57.71,6.71,52.13,lentil
79.64,40.04,97.25,26.14,90.05,6.17,164.81,papaya
94.0,46.83,52.23,25.6,86.21,6.14,223.46,rice
57.95,61.74,57.98,13.8,88.08,6.21,121.65,apple
156.8,55.0,68.99,24.3,60.93,7.02,78.64,cotton
15.04,36.17,26.89,29.28,69.72,6.78,98.66,blackgram
113.04,55.38,69.35,24.83,58.27,7.16,95.35,cotton
90.82,36.76,49.27,21.42,92.34,6.25,137.76,orange
70.48,62.69,87.09,30.64,96.16,6.43,24.45,muskmelon
83.95,46.25,121.47,28.73,89.57,6.43,178.99,coconut
102.23,40.56,37.28,21.78,85.45,6.08,206.92,rice
92.45,47.02,39.34,23.37,87.31,5.91,181.47,coffee
96.31,56.26,101.55,25.62,92.52,6.06,141.14,papaya
89.69,49.0,87.11,29.05,91.18,6.14,180.48,papaya
109.47,35.81,45.1,22.52,85.0,5.6,193.19,coffee
72.25,45.56,87.17,26.35,92.34,5.99,165.54,papaya
80.05,46.85,46.4,18.98,74.02,6.3,82.61,grapes
88.99,37.78,41.65,31.45,76.92,6.79,198.68,jute
61.59,30.0,85.86,31.61,93.47,6.8,167.58,coconut
76.76,50.38,145.47,30.13,93.9,7.31,187.08,coconut
17.19,54.45,26.59,30.78,70.42,6.68,74.28,blackgram
16.51,51.3,31.8,29.97,69.77,7.42,72.88,blackgram
22.28,44.11,24.03,26.66,70.82,6.47,78.01,blackgram
87.85,66.17,92.62,29.5,86.33,6.36,66.03,watermelon
88.43,38.4,107.22,28.37,92.46,5.95,173.68,papaya
86.74,79.41,91.38,33.08,90.72,6.45,31.5,muskmelon
88.12,46.27,44.39,27.26,72.4,6.95,180.28,jute
21.44,30.23,26.93,33.25,71.67,6.39,95.71,blackgram
60.85,54.63,100.12,30.49,92.27,6.7,24.12,muskmelon
153.42,67.76,58.64,24.02,58.31,6.85,102.02,cotton
15.79,58.59,28.05,23.31,15.45,6.69,82.07,chickpea
101.31,51.46,39.5,30.68,82.65,6.3,233.32,jute
21.89,73.62,28.36,21.43,64.8,6.58,45.29,lentil
97.19,37.05,51.94,30.02,55.44,6.61,131.42,mango
110.46,46.48,47.95,19.27,94.04,7.03,180.08,orange
17.62,43.14,33.97,21.4,19.87,5.65,141.07,kidneybeans
24.52,51.73,29.72,33.94,56.61,6.65,51.16,mothbeans
18.69,41.95,28.49,27.17,85.71,6.71,74.73,mungbean
90.76,44.74,47.8,16.29,89.12,6.18,163.58,coffee
19.25,50.42,22.52,31.87,83.9,7.05,73.92,mungbean
117.27,57.52,50.9,20.25,59.3,6.11,68.58,maize
64.98,40.24,38.3,21.23,78.21,5.72,191.19,coffee
18.43,61.86,29.01,21.94,16.84,6.55,73.44,chickpea
88.97,42.52,54.94,26.66,62.04,6.34,74.31,pomegranate
102.46,45.41,52.51,18.63,66.54,6.18,64.73,maize
